id,name,national_dex_number,category,types,hp,attack,defense,sp_atk,sp_def,speed,evolution_prev,evolution_next,abilities,image_path,gender_ratio,created_at,form_image_paths
216,Teddiursa,216,Little Bear Pokémon,"[""Normal""]",60,80,50,50,50,40,,Ursaring,"[{""name"": ""Pickup"", ""is_hidden"": false}, {""name"": ""Quick Feet"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Honey Gather"", ""is_hidden"": true}]",images/Teddiursa.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
217,Ursaring,217,Hibernator Pokémon,"[""Normal""]",90,130,75,75,75,55,Teddiursa,Ursaluna,"[{""name"": ""Guts"", ""is_hidden"": false}, {""name"": ""Quick Feet"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}]",images/Ursaring.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
218,Slugma,218,Lava Pokémon,"[""Fire""]",40,40,40,70,40,20,,Magcargo,"[{""name"": ""Magma Armor"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": true}]",images/Slugma.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
219,Magcargo,219,Lava Pokémon,"[""Fire"", ""Rock""]",50,50,120,80,80,30,Slugma,,"[{""name"": ""Magma Armor"", ""is_hidden"": false}, {""name"": ""Flame Body"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": true}]",images/Magcargo.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
220,Swinub,220,Pig Pokémon,"[""Ice"", ""Ground""]",50,50,40,30,30,50,,Piloswine,"[{""name"": ""Oblivious"", ""is_hidden"": false}, {""name"": ""Snow Cloak"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Thick Fat"", ""is_hidden"": true}]",images/Swinub.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
221,Piloswine,221,Swine Pokémon,"[""Ice"", ""Ground""]",100,100,80,60,60,50,Swinub,Mamoswine,"[{""name"": ""Oblivious"", ""is_hidden"": false}, {""name"": ""Snow Cloak"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Thick Fat"", ""is_hidden"": true}]",images/Piloswine.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
222,Corsola,222,Coral Pokémon,"[""Water"", ""Rock""]",55,55,85,65,85,35,,Cursola,"[{""name"": ""Hustle"", ""is_hidden"": false}, {""name"": ""Natural Cure"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": true}, {""name"": ""Cursed Body"", ""is_hidden"": true}]",images/Corsola.png,"{""male"": 25.0, ""female"": 75.0}",2026-02-28 03:16:50,
223,Remoraid,223,Jet Pokémon,"[""Water""]",35,65,35,65,35,65,,Octillery,"[{""name"": ""Hustle"", ""is_hidden"": false}, {""name"": ""Sniper"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Moody"", ""is_hidden"": true}]",images/Remoraid.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
224,Octillery,224,Jet Pokémon,"[""Water""]",75,105,75,105,75,45,Remoraid,,"[{""name"": ""Suction Cups"", ""is_hidden"": false}, {""name"": ""Sniper"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Moody"", ""is_hidden"": true}]",images/Octillery.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
225,Delibird,225,Delivery Pokémon,"[""Ice"", ""Flying""]",45,55,45,65,45,75,,,"[{""name"": ""Vital Spirit"", ""is_hidden"": false}, {""name"": ""Hustle"", ""is_hidden"": false}, {""name"": ""Insomnia"", ""is_hidden"": true}]",images/Delibird.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
226,Mantine,226,Kite Pokémon,"[""Water"", ""Flying""]",65,40,70,80,140,70,Mantyke,,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Water Absorb"", ""is_hidden"": false}, {""name"": ""Water Veil"", ""is_hidden"": true}]",images/Mantine.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
227,Skarmory,227,Armor Bird Pokémon,"[""Steel"", ""Flying""]",65,80,140,40,70,70,,,"[{""name"": ""Keen Eye"", ""is_hidden"": false}, {""name"": ""Sturdy"", ""is_hidden"": false}, {""name"": ""Weak Armor"", ""is_hidden"": true}]",images/Skarmory_Skarmory.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Skarmory"": ""images/Skarmory_Skarmory.png"", ""Mega_Skarmory"": ""images/Skarmory_Mega_Skarmory.png""}"
228,Houndour,228,Dark Pokémon,"[""Dark"", ""Fire""]",45,60,30,80,50,65,,Houndoom,"[{""name"": ""Early Bird"", ""is_hidden"": false}, {""name"": ""Flash Fire"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}]",images/Houndour.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
229,Houndoom,229,Dark Pokémon,"[""Dark"", ""Fire""]",75,90,50,110,80,95,Houndour,,"[{""name"": ""Early Bird"", ""is_hidden"": false}, {""name"": ""Flash Fire"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}, {""name"": ""Solar Power"", ""is_hidden"": false}]",images/Houndoom_Houndoom.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Houndoom"": ""images/Houndoom_Houndoom.png"", ""Mega_Houndoom"": ""images/Houndoom_Mega_Houndoom.png""}"
230,Kingdra,230,Dragon Pokémon,"[""Water"", ""Dragon""]",75,95,95,95,95,85,Seadra,,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Sniper"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Damp"", ""is_hidden"": true}]",images/Kingdra.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
231,Phanpy,231,Long Nose Pokémon,"[""Ground""]",90,60,60,40,40,40,,Donphan,"[{""name"": ""Pickup"", ""is_hidden"": false}, {""name"": ""Sand Veil"", ""is_hidden"": true}]",images/Phanpy.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
232,Donphan,232,Armor Pokémon,"[""Ground""]",90,120,120,60,60,50,Phanpy,,"[{""name"": ""Sturdy"", ""is_hidden"": false}, {""name"": ""Sand Veil"", ""is_hidden"": true}]",images/Donphan.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
233,Porygon2,233,Virtual Pokémon,"[""Normal""]",85,80,90,105,95,60,Porygon,Porygon-Z,"[{""name"": ""Trace"", ""is_hidden"": false}, {""name"": ""Download"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Analytic"", ""is_hidden"": true}]",images/Porygon2.png,,2026-02-28 03:16:50,
234,Stantler,234,Big Horn Pokémon,"[""Normal""]",73,95,62,85,65,85,,Wyrdeer,"[{""name"": ""Intimidate"", ""is_hidden"": false}, {""name"": ""Frisk"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Sap Sipper"", ""is_hidden"": true}]",images/Stantler.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
235,Smeargle,235,Painter Pokémon,"[""Normal""]",55,20,35,20,45,75,,,"[{""name"": ""Own Tempo"", ""is_hidden"": false}, {""name"": ""Technician"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Moody"", ""is_hidden"": true}]",images/Smeargle.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
236,Tyrogue,236,Scuffle Pokémon,"[""Fighting""]",35,35,35,35,35,35,,Hitmonlee,"[{""name"": ""Guts"", ""is_hidden"": false}, {""name"": ""Steadfast"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Vital Spirit"", ""is_hidden"": true}]",images/Tyrogue.png,"{""male"": 100.0, ""female"": null}",2026-02-28 03:16:50,
237,Hitmontop,237,Handstand Pokémon,"[""Fighting""]",50,95,95,35,110,70,Tyrogue,,"[{""name"": ""Intimidate"", ""is_hidden"": false}, {""name"": ""Technician"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Steadfast"", ""is_hidden"": true}]",images/Hitmontop.png,"{""male"": 100.0, ""female"": null}",2026-02-28 03:16:50,
238,Smoochum,238,Kiss Pokémon,"[""Ice"", ""Psychic""]",45,30,15,85,65,65,,Jynx,"[{""name"": ""Oblivious"", ""is_hidden"": false}, {""name"": ""Forewarn"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Hydration"", ""is_hidden"": true}]",images/Smoochum.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
239,Elekid,239,Electric Pokémon,"[""Electric""]",45,63,37,65,55,95,,Electabuzz,"[{""name"": ""Static"", ""is_hidden"": false}, {""name"": ""Vital Spirit"", ""is_hidden"": true}]",images/Elekid.png,"{""male"": 75.0, ""female"": 25.0}",2026-02-28 03:16:50,
240,Magby,240,Live Coal Pokémon,"[""Fire""]",45,75,37,70,55,83,,Magmar,"[{""name"": ""Flame Body"", ""is_hidden"": false}, {""name"": ""Vital Spirit"", ""is_hidden"": true}]",images/Magby.png,"{""male"": 75.0, ""female"": 25.0}",2026-02-28 03:16:50,
241,Miltank,241,Milk Cow Pokémon,"[""Normal""]",95,80,105,40,70,100,,,"[{""name"": ""Thick Fat"", ""is_hidden"": false}, {""name"": ""Scrappy"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Sap Sipper"", ""is_hidden"": true}]",images/Miltank.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
242,Blissey,242,Happiness Pokémon,"[""Normal""]",255,10,10,75,135,55,Chansey,,"[{""name"": ""Natural Cure"", ""is_hidden"": false}, {""name"": ""Serene Grace"", ""is_hidden"": false}, {""name"": ""Healer"", ""is_hidden"": true}]",images/Blissey.png,"{""male"": null, ""female"": 100.0}",2026-02-28 03:16:50,
243,Raikou,243,Thunder Pokémon,"[""Electric""]",90,85,75,115,100,115,,,"[{""name"": ""Pressure"", ""is_hidden"": false}, {""name"": ""Inner Focus"", ""is_hidden"": true}, {""name"": ""Volt Absorb"", ""is_hidden"": true}]",images/Raikou.png,,2026-02-28 03:16:50,
244,Entei,244,Volcano Pokémon,"[""Fire""]",115,115,85,90,75,100,,,"[{""name"": ""Pressure"", ""is_hidden"": false}, {""name"": ""Inner Focus"", ""is_hidden"": true}, {""name"": ""Flash Fire"", ""is_hidden"": true}]",images/Entei.png,,2026-02-28 03:16:50,
245,Suicune,245,Aurora Pokémon,"[""Water""]",100,75,115,90,115,85,,,"[{""name"": ""Pressure"", ""is_hidden"": false}, {""name"": ""Inner Focus"", ""is_hidden"": true}, {""name"": ""Water Absorb"", ""is_hidden"": true}]",images/Suicune.png,,2026-02-28 03:16:50,
246,Larvitar,246,Rock Skin Pokémon,"[""Rock"", ""Ground""]",50,64,50,45,50,41,,Pupitar,"[{""name"": ""Guts"", ""is_hidden"": false}, {""name"": ""Sand Veil"", ""is_hidden"": true}]",images/Larvitar.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
247,Pupitar,247,Hard Shell Pokémon,"[""Rock"", ""Ground""]",70,84,70,65,70,51,Larvitar,Tyranitar,[],images/Pupitar.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
248,Tyranitar,248,Armor Pokémon,"[""Rock"", ""Dark""]",100,134,110,95,100,61,Pupitar,,"[{""name"": ""Sand Stream"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}]",images/Tyranitar_Tyranitar.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Tyranitar"": ""images/Tyranitar_Tyranitar.png"", ""Mega_Tyranitar"": ""images/Tyranitar_Mega_Tyranitar.png""}"
249,Lugia,249,Diving Pokémon,"[""Psychic"", ""Flying""]",106,90,130,90,154,110,,,"[{""name"": ""Pressure"", ""is_hidden"": false}, {""name"": ""Multiscale"", ""is_hidden"": true}]",images/Lugia.png,,2026-02-28 03:16:50,
250,Ho-Oh,250,Rainbow Pokémon,"[""Fire"", ""Flying""]",106,130,90,110,154,90,,,"[{""name"": ""Pressure"", ""is_hidden"": false}, {""name"": ""Regenerator"", ""is_hidden"": true}]",images/Ho_Oh.png,,2026-02-28 03:16:50,
251,Celebi,251,Time Travel Pokémon,"[""Psychic"", ""Grass""]",100,100,100,100,100,100,,,[],images/Celebi.png,,2026-02-28 03:16:50,
252,Treecko,252,Wood Gecko Pokémon,"[""Grass""]",40,45,35,65,55,70,,Grovyle,"[{""name"": ""Overgrow"", ""is_hidden"": false}, {""name"": ""Unburden"", ""is_hidden"": true}]",images/Treecko.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
253,Grovyle,253,Wood Gecko Pokémon,"[""Grass""]",50,65,45,85,65,95,Treecko,Sceptile,"[{""name"": ""Overgrow"", ""is_hidden"": false}, {""name"": ""Unburden"", ""is_hidden"": true}]",images/Grovyle.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
254,Sceptile,254,Forest Pokémon,"[""Grass"", ""Dragon""]",70,85,65,105,85,120,Grovyle,,"[{""name"": ""Overgrow"", ""is_hidden"": false}, {""name"": ""Unburden"", ""is_hidden"": true}, {""name"": ""Lightning Rod"", ""is_hidden"": false}]",images/Sceptile_Sceptile.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,"{""Sceptile"": ""images/Sceptile_Sceptile.png"", ""Mega_Sceptile"": ""images/Sceptile_Mega_Sceptile.png""}"
255,Torchic,255,Chick Pokémon,"[""Fire""]",45,60,40,70,50,45,,Combusken,"[{""name"": ""Blaze"", ""is_hidden"": false}, {""name"": ""Speed Boost"", ""is_hidden"": true}]",images/Torchic.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
256,Combusken,256,Young Fowl Pokémon,"[""Fire"", ""Fighting""]",60,85,60,85,60,55,Torchic,Blaziken,"[{""name"": ""Blaze"", ""is_hidden"": false}, {""name"": ""Speed Boost"", ""is_hidden"": true}]",images/Combusken.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
257,Blaziken,257,Blaze Pokémon,"[""Fire"", ""Fighting""]",80,120,70,110,70,80,Combusken,,"[{""name"": ""Blaze"", ""is_hidden"": false}, {""name"": ""Speed Boost"", ""is_hidden"": true}, {""name"": ""Speed Boost"", ""is_hidden"": false}]",images/Blaziken_Blaziken.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,"{""Blaziken"": ""images/Blaziken_Blaziken.png"", ""Mega_Blaziken"": ""images/Blaziken_Mega_Blaziken.png""}"
258,Mudkip,258,Mud Fish Pokémon,"[""Water""]",50,70,50,50,50,40,,Marshtomp,"[{""name"": ""Torrent"", ""is_hidden"": false}, {""name"": ""Damp"", ""is_hidden"": true}]",images/Mudkip.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
259,Marshtomp,259,Mud Fish Pokémon,"[""Water"", ""Ground""]",70,85,70,60,70,50,Mudkip,Swampert,"[{""name"": ""Torrent"", ""is_hidden"": false}, {""name"": ""Damp"", ""is_hidden"": true}]",images/Marshtomp.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,
260,Swampert,260,Mud Fish Pokémon,"[""Water"", ""Ground""]",100,110,90,85,90,60,Marshtomp,,"[{""name"": ""Torrent"", ""is_hidden"": false}, {""name"": ""Damp"", ""is_hidden"": true}, {""name"": ""Swift Swim"", ""is_hidden"": false}]",images/Swampert_Swampert.png,"{""male"": 87.5, ""female"": 12.5}",2026-02-28 03:16:50,"{""Swampert"": ""images/Swampert_Swampert.png"", ""Mega_Swampert"": ""images/Swampert_Mega_Swampert.png""}"
261,Poochyena,261,Bite Pokémon,"[""Dark""]",35,55,35,30,30,35,,Mightyena,"[{""name"": ""Run Away"", ""is_hidden"": false}, {""name"": ""Quick Feet"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Rattled"", ""is_hidden"": true}]",images/Poochyena.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
262,Mightyena,262,Bite Pokémon,"[""Dark""]",70,90,70,60,60,70,Poochyena,,"[{""name"": ""Intimidate"", ""is_hidden"": false}, {""name"": ""Quick Feet"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Moxie"", ""is_hidden"": true}]",images/Mightyena.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
263,Zigzagoon,263,Tiny Raccoon Pokémon,"[""Normal"", ""Dark""]",38,30,41,30,41,60,,Linoone,"[{""name"": ""Pickup"", ""is_hidden"": false}, {""name"": ""Gluttony"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Quick Feet"", ""is_hidden"": true}]",images/Zigzagoon.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
264,Linoone,264,Rushing Pokémon,"[""Normal"", ""Dark""]",78,70,61,50,61,100,Zigzagoon,Zigzagoon (Galarian),"[{""name"": ""Pickup"", ""is_hidden"": false}, {""name"": ""Gluttony"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Quick Feet"", ""is_hidden"": true}]",images/Linoone.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
265,Wurmple,265,Worm Pokémon,"[""Bug""]",45,45,35,20,30,20,,Silcoon,"[{""name"": ""Shield Dust"", ""is_hidden"": false}, {""name"": ""Run Away"", ""is_hidden"": true}]",images/Wurmple.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
266,Silcoon,266,Cocoon Pokémon,"[""Bug""]",50,35,55,25,25,15,Wurmple,Beautifly,[],images/Silcoon.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
267,Beautifly,267,Butterfly Pokémon,"[""Bug"", ""Flying""]",60,70,50,90,50,65,Silcoon,,"[{""name"": ""Swarm"", ""is_hidden"": false}, {""name"": ""Rivalry"", ""is_hidden"": true}]",images/Beautifly.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
268,Cascoon,268,Cocoon Pokémon,"[""Bug""]",50,35,55,25,25,15,Wurmple,Dustox,[],images/Cascoon.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
269,Dustox,269,Poison Moth Pokémon,"[""Bug"", ""Poison""]",60,50,70,50,90,65,Cascoon,,"[{""name"": ""Shield Dust"", ""is_hidden"": false}, {""name"": ""Compound Eyes"", ""is_hidden"": true}]",images/Dustox.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
270,Lotad,270,Water Weed Pokémon,"[""Water"", ""Grass""]",40,30,30,40,50,30,,,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Rain Dish"", ""is_hidden"": false}, {""name"": ""Own Tempo"", ""is_hidden"": true}]",images/Lotad.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
271,Lombre,271,Jolly Pokémon,"[""Water"", ""Grass""]",60,50,50,60,70,50,,,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Rain Dish"", ""is_hidden"": false}, {""name"": ""Own Tempo"", ""is_hidden"": true}]",images/Lombre.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
272,Ludicolo,272,Carefree Pokémon,"[""Water"", ""Grass""]",80,70,70,90,100,70,,,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Rain Dish"", ""is_hidden"": false}, {""name"": ""Own Tempo"", ""is_hidden"": true}]",images/Ludicolo.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
273,Seedot,273,Acorn Pokémon,"[""Grass""]",40,40,50,30,30,30,,,"[{""name"": ""Chlorophyll"", ""is_hidden"": false}, {""name"": ""Early Bird"", ""is_hidden"": false}, {""name"": ""Pickpocket"", ""is_hidden"": true}]",images/Seedot.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
274,Nuzleaf,274,Wily Pokémon,"[""Grass"", ""Dark""]",70,70,40,60,40,60,,,"[{""name"": ""Chlorophyll"", ""is_hidden"": false}, {""name"": ""Early Bird"", ""is_hidden"": false}, {""name"": ""Pickpocket"", ""is_hidden"": true}]",images/Nuzleaf.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
275,Shiftry,275,Wicked Pokémon,"[""Grass"", ""Dark""]",90,100,60,90,60,80,,,"[{""name"": ""Chlorophyll"", ""is_hidden"": false}, {""name"": ""Wind Rider"", ""is_hidden"": false}, {""name"": ""Gen IX+"", ""is_hidden"": false}, {""name"": ""Pickpocket"", ""is_hidden"": true}, {""name"": ""Early Bird"", ""is_hidden"": false}, {""name"": ""Gen III"", ""is_hidden"": false}, {""name"": ""VIII"", ""is_hidden"": false}]",images/Shiftry.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
276,Taillow,276,Tiny Swallow Pokémon,"[""Normal"", ""Flying""]",40,55,30,30,30,85,,Swellow,"[{""name"": ""Guts"", ""is_hidden"": false}, {""name"": ""Scrappy"", ""is_hidden"": true}]",images/Taillow.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
277,Swellow,277,Swallow Pokémon,"[""Normal"", ""Flying""]",60,85,60,50,50,125,Taillow,,"[{""name"": ""Guts"", ""is_hidden"": false}, {""name"": ""Scrappy"", ""is_hidden"": true}]",images/Swellow.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
278,Wingull,278,Seagull Pokémon,"[""Water"", ""Flying""]",40,30,30,55,30,85,,Pelipper,"[{""name"": ""Keen Eye"", ""is_hidden"": false}, {""name"": ""Hydration"", ""is_hidden"": false}, {""name"": ""Gen VII+"", ""is_hidden"": false}, {""name"": ""Rain Dish"", ""is_hidden"": true}]",images/Wingull.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
279,Pelipper,279,Water Bird Pokémon,"[""Water"", ""Flying""]",60,50,100,85,70,65,Wingull,,"[{""name"": ""Keen Eye"", ""is_hidden"": false}, {""name"": ""Drizzle"", ""is_hidden"": false}, {""name"": ""Gen VII+"", ""is_hidden"": false}, {""name"": ""Rain Dish"", ""is_hidden"": true}]",images/Pelipper.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
280,Ralts,280,Feeling Pokémon,"[""Psychic"", ""Fairy""]",28,25,25,45,35,40,,Kirlia,"[{""name"": ""Synchronize"", ""is_hidden"": false}, {""name"": ""Trace"", ""is_hidden"": false}, {""name"": ""Telepathy"", ""is_hidden"": true}]",images/Ralts.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
281,Kirlia,281,Emotion Pokémon,"[""Psychic"", ""Fairy""]",38,35,35,65,55,50,Ralts,Gardevoir,"[{""name"": ""Synchronize"", ""is_hidden"": false}, {""name"": ""Trace"", ""is_hidden"": false}, {""name"": ""Telepathy"", ""is_hidden"": true}]",images/Kirlia.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
282,Gardevoir,282,Embrace Pokémon,"[""Psychic"", ""Fairy""]",68,65,65,125,115,80,Kirlia,,"[{""name"": ""Synchronize"", ""is_hidden"": false}, {""name"": ""Trace"", ""is_hidden"": false}, {""name"": ""Telepathy"", ""is_hidden"": true}, {""name"": ""Pixilate"", ""is_hidden"": false}]",images/Gardevoir_Gardevoir.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,"{""Gardevoir"": ""images/Gardevoir_Gardevoir.png"", ""Mega_Gardevoir"": ""images/Gardevoir_Mega_Gardevoir.png""}"
283,Surskit,283,Pond Skater Pokémon,"[""Bug"", ""Water""]",40,30,32,50,52,65,,Masquerain,"[{""name"": ""Swift Swim"", ""is_hidden"": false}, {""name"": ""Rain Dish"", ""is_hidden"": true}]",images/Surskit.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
284,Masquerain,284,Eyeball Pokémon,"[""Bug"", ""Flying""]",70,60,62,80,82,60,Surskit,,"[{""name"": ""Intimidate"", ""is_hidden"": false}, {""name"": ""Unnerve"", ""is_hidden"": true}]",images/Masquerain.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
285,Shroomish,285,Mushroom Pokémon,"[""Grass""]",60,40,60,40,60,35,,Breloom,"[{""name"": ""Effect Spore"", ""is_hidden"": false}, {""name"": ""Poison Heal"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Quick Feet"", ""is_hidden"": true}]",images/Shroomish.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
286,Breloom,286,Mushroom Pokémon,"[""Grass"", ""Fighting""]",60,130,80,60,60,70,Shroomish,,"[{""name"": ""Effect Spore"", ""is_hidden"": false}, {""name"": ""Poison Heal"", ""is_hidden"": false}, {""name"": ""Gen IV+"", ""is_hidden"": false}, {""name"": ""Technician"", ""is_hidden"": true}]",images/Breloom.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
287,Slakoth,287,Slacker Pokémon,"[""Normal""]",60,60,60,35,35,30,,Vigoroth,"[{""name"": ""Ruby"", ""is_hidden"": false}, {""name"": ""Sapphire"", ""is_hidden"": false}, {""name"": ""Emerald"", ""is_hidden"": false}, {""name"": ""FireRed"", ""is_hidden"": false}, {""name"": ""LeafGreen"", ""is_hidden"": false}, {""name"": ""Slakoth lolls around for over twenty hours every day. Because it moves so little"", ""is_hidden"": false}, {""name"": ""it does not need much food. This Pokémon's sole daily meal consists of just three leaves."", ""is_hidden"": false}, {""name"": ""Slakoth's heart beats just once a minute. Whatever happens"", ""is_hidden"": false}, {""name"": ""it is content to loaf around motionless. It is rare to see this Pokémon in motion."", ""is_hidden"": false}, {""name"": ""It sleeps virtually all day and night long. It doesn't change its nest its entire life"", ""is_hidden"": false}, {""name"": ""but it sometimes travels great distances by swimming in rivers."", ""is_hidden"": false}, {""name"": ""It sleeps for 20 hours every day. Making drowsy those that see it is one of its abilities."", ""is_hidden"": false}]",images/Slakoth.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
288,Vigoroth,288,Wild Monkey Pokémon,"[""Normal""]",80,80,80,55,55,90,Slakoth,Slaking,[],images/Vigoroth.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
289,Slaking,289,Lazy Pokémon,"[""Normal""]",150,160,100,95,65,100,Vigoroth,,[],images/Slaking.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
290,Nincada,290,Trainee Pokémon,"[""Bug"", ""Ground""]",31,45,90,30,30,40,,Ninjask,"[{""name"": ""Compound Eyes"", ""is_hidden"": false}, {""name"": ""Run Away"", ""is_hidden"": true}]",images/Nincada.png,"{""male"": 50.0, ""female"": 50.0}",2026-02-28 03:16:50,
